sentence_1	sentence_2	score
Officials in Malawi said the five suspects had been on the CIA's watch list since the twin 1998 truck bombings of U.S. embassies in Kenya and Tanzania.	The parade, which moved west along Eastern Parkway in Crown Heights past hundreds of thousands of spectators, went through the district that Davis represented.	0
Half the women received a daily tablet of the combination oestrogen plus progestin while the rest were given a placebo.	Half of the women were given a daily dose of the drug and half took a placebo	1
But August sales were revised to a 1.2 percent increase from a previously reported 0.6 percent gain, fuelling a dollar rally.	Both figures were below consensus expectations but August sales were revised to a 12 percent increase from a previously reported 06 percent gain fueling a dollar rally	1
After about three hours of negotiations, the gunman released the hostages when authorities delivered on his request for a six-pack of soda.	After about three hours of negotiations the gunman released the hostages after authorities delivered on his request for soft drinks	1
Even when the exchange detected such violations, it often failed to take appropriate disciplinary actions against individuals or firms.	He characterized the hostile bid as atrociously bad behavior from a company with a history of atrociously bad behavior	0
Excluding autos, retail sales rose by 0.3% in September, lower than a forecast rise of 0.5%.	The dollar gained against the euro yen and Swiss franc after September US retail sales figures came in slightly weaker than consensus forecasts	1
Results from No. 2 U.S. soft drink maker PepsiCo Inc. (nyse: PEP - news - people) were likely to be in the spotlight.	Results from No 2 US soft drink maker PepsiCo Inc PEPN were likely to be in the spotlight	1
Researchers have identified roughly 130 genes on chromosome six that may predispose humans to certain diseases.	Beck and his team have identified roughly 130 genes that somehow cause or predispose humans to certain diseases	1
A group of investors said Friday it wants to start a television network aimed at the interests of an estimated 8 million Muslims living in the United States.	Undersecretary-General for Peacekeeping Jean-Marie Guehenno urged member states contributing police and soldiers to U.N. peacekeeping operations to provide more women.	0
According to the survey, last years identity theft losses to businesses and financial institutions totaled nearly $48 billion and consumer victims reported $5 billion in out-of-pocket expenses.	The 87 billion budget includes 51 billion for military operations in Iraq another 20 billion for reconstruction and about 11 billion for Afghanistan	0
Her knees were swollen for days and she still bears scars there and on her legs and ankles.	Grieson said both of her knees were swollen for days and that she still has scars on her legs from the incident	1
Elsewhere, European stocks were barely changed but within a few points of year highs.	The Nasdaq Composite index full of technology stocks was lately up around 18 points	0
Mr Abbas said: Every day without an agreement is an opportunity that was lost.	His Palestinian counterpart Mahmoud Abbas replied that every day without an agreement is an opportunity that was lost	1
Really, this plan is an insult to working parents throughout New York City, Mr. Silver said.	His plan is an insult to working parents throughout New York City	1
The men will appear in Brisbane Magistrates Court on Monday.	Shares of LendingTree soared $5.99, or 40.1 percent, to $20.68 in afternoon trading on the Nasdaq Stock Market.	0
In the first quarter, SCO had reported a net loss of $724,000, or 6 cents per diluted share, on revenue of $13.5 million.	AMD had revenue of 715 million and a loss of 42 cents a share during the March quarter	0
Federal agent Bill Polychronopoulos said it was not known if the man, 30, would be charged.	Of course the FBI agent who ran him down received nothing Mr Connolly said	0
The S&P 500 and the Nasdaq indexes recorded their third straight week of gains.	They found no blood and no bones, he said.	0
Among the proposals is one for Zimbabwe to have the opportunity to rejoin the 54-member body before the next CHOGM meeting in two years.	Michael is innocent, Jackson's mother, Katherine, said in a written statement.	0
Infogrames is to change its name to Atari when NASDAQ opens for trading tomorrow.	The euro soared to US11914 in Asian trading before slipping back slightly to US11895 as trading opened in Europe	0
The attack took place under cover of fog at the Erez crossing on the border between Israel and the Gaza Strip.	Helicopters hovered throughout the day over the AlKhalidiya neighborhood where the raid took place	0
The main change, said CNN president Jim Walton, was a fundamental shift in the way the network collected its news.	The numbers are starting to change very very quickly Dr Julie Gerberding the CDCs director told a news briefing Thursday	0
Mr. O'Neill had a solution: a 10-year, 100,000-mile warranty, meant to reassure buyers that they could trust Hyundai.	A key to that effort was the companys introduction of a 10year 100000mile warranty meant to reassure buyers that they could trust the Korean company	1
The results appear in the January issue of Cancer, the American Cancer Society journal, being published online today.	Such communication will help adult smokers make more informed choices, company vice president Richard Verheij told a House Energy and Commerce subcommittee at a separate hearing.	0
He tried to fight off officers and was taken to a hospital after a police dog bit him but was later released.	Cruz tried to fight off officers and was hospitalized after a police dog bit him Sgt Steve Dixon said	1
The Nasdaq Composite Index .IXIC jumped 43.64 points, or 2.89 percent, to 1,553.73.	The Nasdaq Composite Index IXIC dipped 859 points or 048 percent to 177354	0
